run_number,fill_number,duration,delivered_lumi,recorded_lumi,start_time,end_time,l1_triggers_counter,hlt_physics_counter,components,l1_hlt_mode_stripped,l1_key,hlt_key
321138,7043,17171,156.09435546875,145.650020507813,2018-08-11 09:31:48,2018-08-11 14:17:59,1060104244.0,13290592.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321134,7043,3016,35.13878125,8.954513671875,2018-08-11 08:26:32,2018-08-11 09:16:48,63568792.0,920555.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321126,7042,11716,84.11353125,81.384625,2018-08-11 01:02:41,2018-08-11 04:17:57,704154837.0,7599953.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321124,7042,19116,209.036734375,188.986453125,2018-08-10 19:19:29,2018-08-11 00:38:05,1215132093.0,16806873.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321123,7042,140,3.177875,0.00725,2018-08-10 19:14:47,2018-08-10 19:17:07,39719.0,638.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321122,7042,9140,130.3399296875,122.42678125,2018-08-10 16:41:23,2018-08-10 19:13:43,622007021.0,10683077.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321121,7042,1101,19.13759375,16.1000234375,2018-08-10 16:21:23,2018-08-10 16:39:44,78519899.0,1415230.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321119,7042,4997,67.5788515625,60.10015234375,2018-08-10 14:54:57,2018-08-10 16:18:14,263792985.0,5471657.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v181,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321069,7040,7635,52.4699375,50.7155625,2018-08-10 02:53:14,2018-08-10 05:00:29,469737447.0,4770774.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321068,7040,16514,155.734671875,150.02575,2018-08-09 22:15:42,2018-08-10 02:50:56,1046714774.0,13432129.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321067,7040,14885,187.008078125,178.465109375,2018-08-09 18:05:59,2018-08-09 22:14:04,918545505.0,15701033.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321055,7039,17904,137.1094375,133.60015625,2018-08-09 10:34:37,2018-08-09 15:33:01,1100830562.0,12406964.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321051,7039,27312,336.69046875,317.8570625,2018-08-09 02:54:43,2018-08-09 10:29:55,1707930684.0,28185553.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321012,7037,4915,19.740625,18.8773125,2018-08-08 13:57:20,2018-08-08 15:19:15,233502350.0,1341507.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321011,7037,4965,31.24125,27.56603125,2018-08-08 12:31:37,2018-08-08 13:54:22,274669954.0,2830146.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321010,7037,8012,58.146625,54.490625,2018-08-08 10:15:15,2018-08-08 12:28:47,540999854.0,5468342.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321009,7037,1882,15.6885625,14.0091875,2018-08-08 09:42:18,2018-08-08 10:13:40,121960518.0,1373168.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321007,7037,19357,200.46690625,193.28334375,2018-08-08 04:18:52,2018-08-08 09:41:29,1327192278.0,18343388.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321006,7037,3865,52.8265234375,49.35666796875,2018-08-08 03:13:31,2018-08-08 04:17:56,292119911.0,4625693.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321005,7037,1497,22.787875,18.27683984375,2018-08-08 02:46:52,2018-08-08 03:11:49,109494962.0,1728096.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
321004,7037,4360,51.4662421875,45.57251171875,2018-08-08 01:31:54,2018-08-08 02:44:34,253273413.0,4448950.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320996,7036,9139,49.51722265625,47.215580078125,2018-08-07 20:41:24,2018-08-07 23:13:43,584169676.0,5505819.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320995,7036,4888,28.596931640625,25.377693359375,2018-08-07 19:18:19,2018-08-07 20:39:47,320013235.0,3045954.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, GEM, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320980,7035,3525,39.1135078125,37.8041875,2018-08-07 15:35:15,2018-08-07 16:34:00,189858574.0,3765142.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320941,7033,2489,16.43896875,15.789625,2018-08-07 12:38:50,2018-08-07 13:20:19,153797863.0,1493249.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320936,7033,9334,79.086953125,74.652078125,2018-08-07 10:00:32,2018-08-07 12:36:06,566770712.0,7003797.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320934,7033,19275,207.443078125,199.87201953125,2018-08-07 04:37:41,2018-08-07 09:58:56,1304137306.0,18355446.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320933,7033,4948,54.34990234375,50.3009140625,2018-08-07 03:13:34,2018-08-07 04:36:02,295599234.0,4710887.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320920,7031,4435,24.168381379,23.4258077,2018-08-06 21:55:08,2018-08-06 23:09:03,230330128.0,2326383.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320917,7031,44945,471.216425792,455.987881664,2018-08-06 09:24:13,2018-08-06 21:53:18,3023276023.0,41979676.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320916,7031,628,10.503577073,6.355549547,2018-08-06 09:11:17,2018-08-06 09:21:45,27222201.0,563579.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320888,7026,3118,42.7346171875,40.85221875,2018-08-06 00:25:16,2018-08-06 01:17:14,201482249.0,3850866.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320887,7026,7529,105.2696796875,100.73578125,2018-08-05 22:19:06,2018-08-06 00:24:35,456584173.0,9293387.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320859,7024,1221,5.61640625,5.258375,2018-08-05 17:58:55,2018-08-05 18:19:16,52212538.0,510339.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320858,7024,5440,38.3926875,35.7609375,2018-08-05 16:26:06,2018-08-05 17:56:46,350544257.0,3495941.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320857,7024,6386,52.90325,50.37078125,2018-08-05 14:38:51,2018-08-05 16:25:17,405256707.0,4763638.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320856,7024,3758,33.81753125,31.8986875,2018-08-05 13:35:22,2018-08-05 14:38:00,242998835.0,2985173.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320855,7024,13212,148.18178125,139.806890625,2018-08-05 09:49:56,2018-08-05 13:30:08,882233665.0,12741538.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320854,7024,2963,41.63878125,37.7884609375,2018-08-05 08:58:04,2018-08-05 09:47:27,211366153.0,3411505.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320853,7024,8625,120.4483671875,113.7703359375,2018-08-05 06:32:02,2018-08-05 08:55:47,548968492.0,10465239.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320841,7020,5148,49.948953125,48.2029375,2018-08-04 22:25:08,2018-08-04 23:50:56,300350223.0,4411077.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320840,7020,11031,141.6095546875,134.483140625,2018-08-04 19:19:21,2018-08-04 22:23:12,766376688.0,12077295.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320838,7020,8364,95.63884375,88.7878046875,2018-08-04 16:54:28,2018-08-04 19:13:52,532929570.0,8857576.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320824,7018,25122,161.71984375,157.46225,2018-08-04 06:55:04,2018-08-04 13:53:46,1491007788.0,15573877.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320823,7018,8416,79.5993125,76.26246875,2018-08-04 04:33:47,2018-08-04 06:54:03,560864996.0,7117507.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320822,7018,12226,149.06715625,142.85504296875,2018-08-04 01:08:27,2018-08-04 04:32:13,844810357.0,13048364.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320821,7018,5185,61.85599609375,58.35055859375,2018-08-03 23:41:15,2018-08-04 01:07:40,305076672.0,5477405.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320809,7017,17619,107.5206875,104.713875,2018-08-03 15:42:28,2018-08-03 20:36:07,1016877415.0,10013748.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320807,7017,191,1.7976875,0.29946875,2018-08-03 15:27:57,2018-08-03 15:31:08,3215444.0,31201.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320804,7017,29717,318.36484375,305.3570625,2018-08-03 07:09:39,2018-08-03 15:24:56,1909774101.0,27744606.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320757,7013,9067,117.125703125,112.9022578125,2018-08-02 14:17:44,2018-08-02 16:48:51,551912743.0,10231201.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320712,7008,5864,69.789390625,67.3461484375,2018-08-02 02:29:33,2018-08-02 04:07:17,337746449.0,6152130.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320688,7006,15213,156.358671875,151.117015625,2018-08-01 15:04:44,2018-08-01 19:18:17,931918358.0,14009706.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320674,7005,14714,34.64601171875,34.03965625,2018-08-01 08:10:58,2018-08-01 12:16:12,340600892.0,3809486.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320673,7005,21042,64.264515625,62.7155546875,2018-08-01 02:19:04,2018-08-01 08:09:46,542234954.0,72126653.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v180,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V9
320571,7003,1691,0.013260574341,0.012926116943,2018-07-31 06:42:22,2018-07-31 07:10:33,38464175.0,5375806.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v178,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V8
320570,7003,9726,0.08848613739,0.083852642059,2018-07-31 03:59:29,2018-07-31 06:41:35,225140840.0,31690076.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v178,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V8
320569,7003,7125,0.060930370331,0.059052433014,2018-07-31 01:59:52,2018-07-31 03:58:37,163506861.0,23539078.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v178,l1_trg_collisions2018/v50,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V8
320500,6998,11424,0.036309719086,0.033201934814,2018-07-30 07:39:18,2018-07-30 10:49:42,222501833.0,33274344.0,"[CSC, CTPPS, CTPPS_TOT, DAQ, DCS, DQM, DT, ECAL, ES, HCAL, PIXEL, RPC, SCAL, TCDS, TRACKER, TRG]",collisions2018/v176,l1_trg_collisions2018/v49,/cdaq/physics/Run2018/2e34/v3.3.0/HLT/V7